Reward
29095365.861292347
22322682.43342509
27223013.617624797
23907244.123894706
25614336.10175671
22216513.468687516
23077641.033864908
27384440.771106444
25244340.64074984
25862797.075040214
23975481.06408815
24185406.589250147
26614432.393900305
26259761.42237546
26354337.06011116
24779425.699762836
27119438.722006366
20141116.030284043
21403037.96468389
23361968.204526737
23251345.035416547
20579381.172025
21983269.074904017
21248579.224549137
22495551.55970543
24086818.534832593
22296403.03073639
26287192.587063693
21911829.239105143
24740591.13454537
23837259.62414969
20633433.513980534
25859661.70517758
20436951.72422847
27792825.919926737
22859105.929319102
27933934.38609758
22160806.08465137
22198548.37146276
19897739.76446159
26841706.197870545
24649104.399256323
25406846.019907374
22672616.079342872
22150610.194425035
23224782.463220704
23330423.8520929
21700828.287724257
22742761.617652904
22623021.073000066
26654325.073095866
22867072.4366733
23873897.2811335
21129613.97539723
17004549.806052696
21658492.743022032
21104332.078211576
24122177.386081386
26108474.590602666
24965277.955599286
21513702.088182945
23056876.283451527
32145822.04110816
23821100.92570814
22661587.266992915
22124303.895186707
24677155.177179057
23405849.298895426
23375096.908028103
22208305.988196433
17296204.88747593
27360765.380567066
24652088.90907118
21750236.664295234
24790557.98965226
19150899.686664272
23880793.716185316
23994689.889573216
27233525.0500081
23628020.934767913
16839914.351131104
15205202.123491546
26465510.01932084
21497493.327955786
26266535.563404933
20531395.549560137
19638164.31297093
22365417.653651606
31451386.764407247
18503410.70997052
25088311.11841604
19465692.956550416
27312447.0091773
26036129.883701537
18967636.35082627
19273464.800012484
20421599.427520964
22458034.23963511
20320483.42268056
19832301.684382647
30255807.09153814
20652220.276187014
17479258.81943947
23069257.11573143
18060665.09116706
23194651.529742807
24358541.15444999
20462501.613865383
28022016.5642339
22267680.11946195
19107452.834034782
32852002.323777128
22565316.376747645
26780976.942485776
22324789.780546453
21881266.744249098
30506414.578353465
21854319.32643867
18310277.87643625
27053864.583018452
21027181.63922794
28047282.864707317
23333109.412395533
24099100.03664412
28647256.3118951
24962442.08223258
19617635.0135808
21135042.83719001
24068534.36562632
22333090.863861483
19129727.686224934
20095392.232440036
19946878.069923293
19999410.24181334
20762171.408252925
17911960.002174173
24716659.534247153
25494481.157449555
19805517.539145604
22272761.55308006
15947005.79669862
22141726.021432284
22300371.653818138
28391096.844829436
20422676.262389988
22547054.04883654
19186684.072822124
22666304.6267249
26657634.666478902
23029523.071124934
21438514.972776026
21060232.308207218
22540446.215963043
21563423.71315616
21576765.53639454
23156954.179292746
20326323.870591693
21458964.054774612
24861724.979178756
29383735.521139704
21068678.66324403
18705263.354668092
20375246.45522835
25921468.824582376
22785525.25053729
18547456.262001265
25649851.027296953
19749063.655979924
25727397.172411203
24079241.37642336
21663071.071755067
30940902.631609213
26253672.682195377
20116296.90550319
22094653.300292965
29859676.186503228
20240765.188027907
20098102.445087347
19145660.111325253
23011372.952507827
27948280.932804905
18121893.028317112
22319500.345338486
20536051.256607085
19718901.177580975
19416080.734550994
22821335.623511195
22392919.881330587
22809537.914495997
25634817.830703262
22367019.252598733
29120518.05359281
20832299.98615058
24507942.90877075
18639458.014511652
19521869.8567105
24792014.179520868
22833863.93397344
23220247.542765707
18602354.797723733
24770566.52557487
18663757.958856855
31385344.8360439
22746753.375397313
28993932.002726812
26786061.075258326
26845810.628990382
27144181.72628065
26013509.258040287
26176768.05751477
24653383.64611938
25619389.396142017
24085534.829189606
26107501.495221425
24180267.157103904
20408942.866020653
25557534.9042686
27820253.875595436
23959871.661194697
22187984.182303093
25348990.268213876
23263991.741631933
22412855.775758274
29682448.839038413
20125837.485681225
32358339.609617528
21559977.84791992
22523859.82679652
27051208.604687367
23796169.80063436
22414125.262499575
30299582.678021554
25857828.767883435
18286772.654110096
20822408.045002405
25051391.704700764
22215209.114593312
23761699.73376432
27678028.36796343
29653812.322956778
20546460.063994177
28504391.596108545
23789817.75408722
22609709.196899127
21197793.97800663
21380381.579211082
27238489.443182528
20993541.67441596
24173996.767620295
24169343.847451255
28718875.909531925
27158987.56363715
27460903.534248825
21126303.343685374
